,production_line,number_of_components,components,times_component_used,connection_key_category,connection_key_numeric,connection_key_date
2147,L1_S25_F1923,16,T64,4,1251923,1251922,1251924
2148,L1_S25_F1923,16,T113776,3,1251923,1251922,1251924
2149,L1_S25_F1923,16,T4718592,2,1251923,1251922,1251924
2150,L1_S25_F1923,16,T41944,2,1251923,1251922,1251924
2151,L1_S25_F1923,16,T91764,1,1251923,1251922,1251924
2152,L1_S25_F1923,16,T86752,1,1251923,1251922,1251924
2153,L1_S25_F1925,1,T1,218,1251925,1251924,1251926
2154,L1_S25_F1927,1,T1,27979,1251927,1251926,1251928
2155,L1_S25_F1928,16,T524288,86,1251928,1251927,1251929
2156,L1_S25_F1928,16,T83888,23,1251928,1251927,1251929
2157,L1_S25_F1928,16,T786432,18,1251928,1251927,1251929
2158,L1_S25_F1928,16,T6553,16,1251928,1251927,1251929
2159,L1_S25_F1928,16,T917,15,1251928,1251927,1251929
2160,L1_S25_F1928,16,T8912896,14,1251928,1251927,1251929
2161,L1_S25_F1928,16,T11141888,11,1251928,1251927,1251929
2162,L1_S25_F1928,16,T9174,9,1251928,1251927,1251929
2163,L1_S25_F1928,16,T262144,9,1251928,1251927,1251929
2164,L1_S25_F1928,16,T64,4,1251928,1251927,1251929
2165,L1_S25_F1928,16,T2516,4,1251928,1251927,1251929
2166,L1_S25_F1928,16,T113776,3,1251928,1251927,1251929
2167,L1_S25_F1928,16,T4718592,2,1251928,1251927,1251929
2168,L1_S25_F1928,16,T41944,2,1251928,1251927,1251929
2169,L1_S25_F1928,16,T91764,1,1251928,1251927,1251929
2170,L1_S25_F1928,16,T86752,1,1251928,1251927,1251929
2171,L1_S25_F1930,1,T1,218,1251930,1251929,1251931
2172,L1_S25_F1932,1,T1,27979,1251932,1251931,1251933
2173,L1_S25_F1933,16,T524288,86,1251933,1251932,1251934
2174,L1_S25_F1933,16,T83888,23,1251933,1251932,1251934
2175,L1_S25_F1933,16,T786432,18,1251933,1251932,1251934
2176,L1_S25_F1933,16,T6553,16,1251933,1251932,1251934
2177,L1_S25_F1933,16,T917,15,1251933,1251932,1251934
2178,L1_S25_F1933,16,T8912896,14,1251933,1251932,1251934
2179,L1_S25_F1933,16,T11141888,11,1251933,1251932,1251934
2180,L1_S25_F1933,16,T262144,9,1251933,1251932,1251934
2181,L1_S25_F1933,16,T9174,9,1251933,1251932,1251934
2182,L1_S25_F1933,16,T2516,4,1251933,1251932,1251934
2183,L1_S25_F1933,16,T64,4,1251933,1251932,1251934
2184,L1_S25_F1933,16,T113776,3,1251933,1251932,1251934
2185,L1_S25_F1933,16,T4718592,2,1251933,1251932,1251934
2186,L1_S25_F1933,16,T41944,2,1251933,1251932,1251934
2187,L1_S25_F1933,16,T91764,1,1251933,1251932,1251934
2188,L1_S25_F1933,16,T86752,1,1251933,1251932,1251934
2189,L1_S25_F1934,1,T1,218,1251934,1251933,1251935
2190,L1_S25_F1936,1,T1,27979,1251936,1251935,1251937
2191,L1_S25_F1937,16,T524288,86,1251937,1251936,1251938
2192,L1_S25_F1937,16,T83888,23,1251937,1251936,1251938
2193,L1_S25_F1937,16,T786432,18,1251937,1251936,1251938
2194,L1_S25_F1937,16,T6553,16,1251937,1251936,1251938
2195,L1_S25_F1937,16,T917,15,1251937,1251936,1251938
2196,L1_S25_F1937,16,T8912896,14,1251937,1251936,1251938
2197,L1_S25_F1937,16,T11141888,11,1251937,1251936,1251938
2198,L1_S25_F1937,16,T262144,9,1251937,1251936,1251938
2199,L1_S25_F1937,16,T9174,9,1251937,1251936,1251938
2200,L1_S25_F1937,16,T2516,4,1251937,1251936,1251938
2201,L1_S25_F1937,16,T64,4,1251937,1251936,1251938
2202,L1_S25_F1937,16,T113776,3,1251937,1251936,1251938
2203,L1_S25_F1937,16,T4718592,2,1251937,1251936,1251938
2204,L1_S25_F1937,16,T41944,2,1251937,1251936,1251938
2205,L1_S25_F1937,16,T91764,1,1251937,1251936,1251938
2206,L1_S25_F1937,16,T86752,1,1251937,1251936,1251938
2207,L1_S25_F1939,1,T1,218,1251939,1251938,1251940
2208,L1_S25_F1941,1,T1,27979,1251941,1251940,1251942
2209,L1_S25_F1942,16,T524288,86,1251942,1251941,1251943
2210,L1_S25_F1942,16,T83888,23,1251942,1251941,1251943
2211,L1_S25_F1942,16,T786432,18,1251942,1251941,1251943
2212,L1_S25_F1942,16,T6553,16,1251942,1251941,1251943
2213,L1_S25_F1942,16,T917,15,1251942,1251941,1251943
2214,L1_S25_F1942,16,T8912896,14,1251942,1251941,1251943
2215,L1_S25_F1942,16,T11141888,11,1251942,1251941,1251943
2216,L1_S25_F1942,16,T262144,9,1251942,1251941,1251943
2217,L1_S25_F1942,16,T9174,9,1251942,1251941,1251943
2218,L1_S25_F1942,16,T2516,4,1251942,1251941,1251943
2219,L1_S25_F1942,16,T64,4,1251942,1251941,1251943
2220,L1_S25_F1942,16,T113776,3,1251942,1251941,1251943
2221,L1_S25_F1942,16,T4718592,2,1251942,1251941,1251943
2222,L1_S25_F1942,16,T41944,2,1251942,1251941,1251943
2223,L1_S25_F1942,16,T91764,1,1251942,1251941,1251943
2224,L1_S25_F1942,16,T86752,1,1251942,1251941,1251943
2225,L1_S25_F1944,1,T1,218,1251944,1251943,1251945
2226,L1_S25_F1946,1,T1,27979,1251946,1251945,1251947
2227,L1_S25_F1947,16,T524288,86,1251947,1251946,1251948
2228,L1_S25_F1947,16,T83888,23,1251947,1251946,1251948
2229,L1_S25_F1947,16,T786432,18,1251947,1251946,1251948
2230,L1_S25_F1947,16,T6553,16,1251947,1251946,1251948
2231,L1_S25_F1947,16,T917,15,1251947,1251946,1251948
2232,L1_S25_F1947,16,T8912896,14,1251947,1251946,1251948
2233,L1_S25_F1947,16,T11141888,11,1251947,1251946,1251948
2234,L1_S25_F1947,16,T9174,9,1251947,1251946,1251948
2235,L1_S25_F1947,16,T262144,9,1251947,1251946,1251948
2236,L1_S25_F1947,16,T64,4,1251947,1251946,1251948
2237,L1_S25_F1947,16,T2516,4,1251947,1251946,1251948
2238,L1_S25_F1947,16,T113776,3,1251947,1251946,1251948
2239,L1_S25_F1947,16,T4718592,2,1251947,1251946,1251948
2240,L1_S25_F1947,16,T41944,2,1251947,1251946,1251948
2241,L1_S25_F1947,16,T91764,1,1251947,1251946,1251948
2242,L1_S25_F1947,16,T86752,1,1251947,1251946,1251948
2243,L1_S25_F1949,1,T1,218,1251949,1251948,1251950
2244,L1_S25_F1951,1,T1,27979,1251951,1251950,1251952
2245,L1_S25_F1952,16,T524288,86,1251952,1251951,1251953
2246,L1_S25_F1952,16,T83888,23,1251952,1251951,1251953
2247,L1_S25_F1952,16,T786432,18,1251952,1251951,1251953
2248,L1_S25_F1952,16,T6553,16,1251952,1251951,1251953
2249,L1_S25_F1952,16,T917,15,1251952,1251951,1251953
2250,L1_S25_F1952,16,T8912896,14,1251952,1251951,1251953
2251,L1_S25_F1952,16,T11141888,11,1251952,1251951,1251953
2252,L1_S25_F1952,16,T9174,9,1251952,1251951,1251953
2253,L1_S25_F1952,16,T262144,9,1251952,1251951,1251953
2254,L1_S25_F1952,16,T64,4,1251952,1251951,1251953
2255,L1_S25_F1952,16,T2516,4,1251952,1251951,1251953
2256,L1_S25_F1952,16,T113776,3,1251952,1251951,1251953
2257,L1_S25_F1952,16,T4718592,2,1251952,1251951,1251953
2258,L1_S25_F1952,16,T41944,2,1251952,1251951,1251953
2259,L1_S25_F1952,16,T91764,1,1251952,1251951,1251953
2260,L1_S25_F1952,16,T86752,1,1251952,1251951,1251953
2261,L1_S25_F1954,1,T1,218,1251954,1251953,1251955
2262,L1_S25_F1956,1,T1,27979,1251956,1251955,1251957
2263,L1_S25_F1957,16,T524288,86,1251957,1251956,1251958
2264,L1_S25_F1957,16,T83888,23,1251957,1251956,1251958
2265,L1_S25_F1957,16,T786432,18,1251957,1251956,1251958
2266,L1_S25_F1957,16,T6553,16,1251957,1251956,1251958
2267,L1_S25_F1957,16,T917,15,1251957,1251956,1251958
2268,L1_S25_F1957,16,T8912896,14,1251957,1251956,1251958
2269,L1_S25_F1957,16,T11141888,11,1251957,1251956,1251958
2270,L1_S25_F1957,16,T262144,9,1251957,1251956,1251958
2271,L1_S25_F1957,16,T9174,9,1251957,1251956,1251958
2272,L1_S25_F1957,16,T2516,4,1251957,1251956,1251958
2273,L1_S25_F1957,16,T64,4,1251957,1251956,1251958
2274,L1_S25_F1957,16,T113776,3,1251957,1251956,1251958
2275,L1_S25_F1957,16,T41944,2,1251957,1251956,1251958
2276,L1_S25_F1957,16,T4718592,2,1251957,1251956,1251958
2277,L1_S25_F1957,16,T91764,1,1251957,1251956,1251958
2278,L1_S25_F1957,16,T86752,1,1251957,1251956,1251958
2279,L1_S25_F1959,1,T1,218,1251959,1251958,1251960
2280,L1_S25_F1961,1,T1,27979,1251961,1251960,1251962
2281,L1_S25_F1962,16,T524288,86,1251962,1251961,1251963
2282,L1_S25_F1962,16,T83888,23,1251962,1251961,1251963
2283,L1_S25_F1962,16,T786432,18,1251962,1251961,1251963
2284,L1_S25_F1962,16,T6553,16,1251962,1251961,1251963
2285,L1_S25_F1962,16,T917,15,1251962,1251961,1251963
2286,L1_S25_F1962,16,T8912896,14,1251962,1251961,1251963
2287,L1_S25_F1962,16,T11141888,11,1251962,1251961,1251963
2288,L1_S25_F1962,16,T9174,9,1251962,1251961,1251963
2289,L1_S25_F1962,16,T262144,9,1251962,1251961,1251963
2290,L1_S25_F1962,16,T2516,4,1251962,1251961,1251963
2291,L1_S25_F1962,16,T64,4,1251962,1251961,1251963
2292,L1_S25_F1962,16,T113776,3,1251962,1251961,1251963
2293,L1_S25_F1962,16,T41944,2,1251962,1251961,1251963
2294,L1_S25_F1962,16,T4718592,2,1251962,1251961,1251963
2295,L1_S25_F1962,16,T91764,1,1251962,1251961,1251963
2296,L1_S25_F1962,16,T86752,1,1251962,1251961,1251963
2297,L1_S25_F1964,1,T1,218,1251964,1251963,1251965
2298,L1_S25_F1966,1,T1,27979,1251966,1251965,1251967
2299,L1_S25_F1967,16,T524288,86,1251967,1251966,1251968
2300,L1_S25_F1967,16,T83888,23,1251967,1251966,1251968
2301,L1_S25_F1967,16,T786432,18,1251967,1251966,1251968
2302,L1_S25_F1967,16,T6553,16,1251967,1251966,1251968
2303,L1_S25_F1967,16,T917,15,1251967,1251966,1251968
2304,L1_S25_F1967,16,T8912896,14,1251967,1251966,1251968
2305,L1_S25_F1967,16,T11141888,11,1251967,1251966,1251968
2306,L1_S25_F1967,16,T9174,9,1251967,1251966,1251968
2307,L1_S25_F1967,16,T262144,9,1251967,1251966,1251968
2308,L1_S25_F1967,16,T2516,4,1251967,1251966,1251968
2309,L1_S25_F1967,16,T64,4,1251967,1251966,1251968
2310,L1_S25_F1967,16,T113776,3,1251967,1251966,1251968
2311,L1_S25_F1967,16,T4718592,2,1251967,1251966,1251968
2312,L1_S25_F1967,16,T41944,2,1251967,1251966,1251968
2313,L1_S25_F1967,16,T91764,1,1251967,1251966,1251968
2314,L1_S25_F1967,16,T86752,1,1251967,1251966,1251968
2315,L1_S25_F1969,1,T1,218,1251969,1251968,1251970
2316,L1_S25_F1971,1,T1,27979,1251971,1251970,1251972
2317,L1_S25_F1972,16,T524288,86,1251972,1251971,1251973
2318,L1_S25_F1972,16,T83888,23,1251972,1251971,1251973
2319,L1_S25_F1972,16,T786432,18,1251972,1251971,1251973
2320,L1_S25_F1972,16,T6553,16,1251972,1251971,1251973
2321,L1_S25_F1972,16,T917,15,1251972,1251971,1251973
2322,L1_S25_F1972,16,T8912896,14,1251972,1251971,1251973
2323,L1_S25_F1972,16,T11141888,11,1251972,1251971,1251973
2324,L1_S25_F1972,16,T9174,9,1251972,1251971,1251973
2325,L1_S25_F1972,16,T262144,9,1251972,1251971,1251973
2326,L1_S25_F1972,16,T64,4,1251972,1251971,1251973
2327,L1_S25_F1972,16,T2516,4,1251972,1251971,1251973
2328,L1_S25_F1972,16,T113776,3,1251972,1251971,1251973
2329,L1_S25_F1972,16,T4718592,2,1251972,1251971,1251973
2330,L1_S25_F1972,16,T41944,2,1251972,1251971,1251973
2331,L1_S25_F1972,16,T91764,1,1251972,1251971,1251973
2332,L1_S25_F1972,16,T86752,1,1251972,1251971,1251973
2333,L1_S25_F1974,1,T1,218,1251974,1251973,1251975
2334,L1_S25_F1976,1,T1,27979,1251976,1251975,1251977
2335,L1_S25_F1977,16,T524288,86,1251977,1251976,1251978
2336,L1_S25_F1977,16,T83888,23,1251977,1251976,1251978
2337,L1_S25_F1977,16,T786432,18,1251977,1251976,1251978
2338,L1_S25_F1977,16,T6553,16,1251977,1251976,1251978
2339,L1_S25_F1977,16,T917,15,1251977,1251976,1251978
2340,L1_S25_F1977,16,T8912896,14,1251977,1251976,1251978
2341,L1_S25_F1977,16,T11141888,11,1251977,1251976,1251978
2342,L1_S25_F1977,16,T262144,9,1251977,1251976,1251978
2343,L1_S25_F1977,16,T9174,9,1251977,1251976,1251978
2344,L1_S25_F1977,16,T2516,4,1251977,1251976,1251978
2345,L1_S25_F1977,16,T64,4,1251977,1251976,1251978
2346,L1_S25_F1977,16,T113776,3,1251977,1251976,1251978
2347,L1_S25_F1977,16,T41944,2,1251977,1251976,1251978
2348,L1_S25_F1977,16,T4718592,2,1251977,1251976,1251978
2349,L1_S25_F1977,16,T91764,1,1251977,1251976,1251978
2350,L1_S25_F1977,16,T86752,1,1251977,1251976,1251978
2351,L1_S25_F1979,1,T1,115,1251979,1251978,1251980
2352,L1_S25_F1981,1,T1,27528,1251981,1251980,1251982
2353,L1_S25_F1982,11,T524288,63,1251982,1251981,1251983
2354,L1_S25_F1982,11,T83888,21,1251982,1251981,1251983
2355,L1_S25_F1982,11,T6553,10,1251982,1251981,1251983
2356,L1_S25_F1982,11,T11141888,6,1251982,1251981,1251983
2357,L1_S25_F1982,11,T262144,4,1251982,1251981,1251983
2358,L1_S25_F1982,11,T2516,3,1251982,1251981,1251983
2359,L1_S25_F1982,11,T64,2,1251982,1251981,1251983
2360,L1_S25_F1982,11,T786432,2,1251982,1251981,1251983
2361,L1_S25_F1982,11,T524544,2,1251982,1251981,1251983
2362,L1_S25_F1982,11,T8912896,1,1251982,1251981,1251983
2363,L1_S25_F1982,11,T4718592,1,1251982,1251981,1251983
2364,L1_S25_F1983,1,T1,115,1251983,1251982,1251984
2365,L1_S25_F1985,1,T1,27528,1251985,1251984,1251986
2366,L1_S25_F1986,11,T524288,63,1251986,1251985,1251987
2367,L1_S25_F1986,11,T83888,21,1251986,1251985,1251987
2368,L1_S25_F1986,11,T6553,10,1251986,1251985,1251987
2369,L1_S25_F1986,11,T11141888,6,1251986,1251985,1251987
2370,L1_S25_F1986,11,T262144,4,1251986,1251985,1251987
2371,L1_S25_F1986,11,T2516,3,1251986,1251985,1251987
2372,L1_S25_F1986,11,T786432,2,1251986,1251985,1251987
2373,L1_S25_F1986,11,T524544,2,1251986,1251985,1251987
2374,L1_S25_F1986,11,T64,2,1251986,1251985,1251987
2375,L1_S25_F1986,11,T8912896,1,1251986,1251985,1251987
2376,L1_S25_F1986,11,T4718592,1,1251986,1251985,1251987
2377,L1_S25_F1988,1,T1,115,1251988,1251987,1251989
2378,L1_S25_F1990,1,T1,27528,1251990,1251989,1251991
2379,L1_S25_F1991,11,T524288,63,1251991,1251990,1251992
2380,L1_S25_F1991,11,T83888,21,1251991,1251990,1251992
2381,L1_S25_F1991,11,T6553,10,1251991,1251990,1251992
2382,L1_S25_F1991,11,T11141888,6,1251991,1251990,1251992
2383,L1_S25_F1991,11,T262144,4,1251991,1251990,1251992
2384,L1_S25_F1991,11,T2516,3,1251991,1251990,1251992
2385,L1_S25_F1991,11,T64,2,1251991,1251990,1251992
2386,L1_S25_F1991,11,T786432,2,1251991,1251990,1251992
2387,L1_S25_F1991,11,T524544,2,1251991,1251990,1251992
2388,L1_S25_F1991,11,T8912896,1,1251991,1251990,1251992
2389,L1_S25_F1991,11,T4718592,1,1251991,1251990,1251992
2390,L1_S25_F1993,1,T1,115,1251993,1251992,1251994
2391,L1_S25_F1995,1,T1,27528,1251995,1251994,1251996
2392,L1_S25_F1996,11,T524288,63,1251996,1251995,1251997
2393,L1_S25_F1996,11,T83888,21,1251996,1251995,1251997
2394,L1_S25_F1996,11,T6553,10,1251996,1251995,1251997
2395,L1_S25_F1996,11,T11141888,6,1251996,1251995,1251997
2396,L1_S25_F1996,11,T262144,4,1251996,1251995,1251997
2397,L1_S25_F1996,11,T2516,3,1251996,1251995,1251997
2398,L1_S25_F1996,11,T64,2,1251996,1251995,1251997
2399,L1_S25_F1996,11,T786432,2,1251996,1251995,1251997
2400,L1_S25_F1996,11,T524544,2,1251996,1251995,1251997
2401,L1_S25_F1996,11,T8912896,1,1251996,1251995,1251997
2402,L1_S25_F1996,11,T4718592,1,1251996,1251995,1251997
2403,L1_S25_F1998,1,T1,115,1251998,1251997,1251999
2404,L1_S25_F2000,1,T1,27528,1252000,1251999,1252001
2405,L1_S25_F2001,11,T524288,63,1252001,1252000,1252002
2406,L1_S25_F2001,11,T83888,21,1252001,1252000,1252002
2407,L1_S25_F2001,11,T6553,10,1252001,1252000,1252002
2408,L1_S25_F2001,11,T11141888,6,1252001,1252000,1252002
2409,L1_S25_F2001,11,T262144,4,1252001,1252000,1252002
2410,L1_S25_F2001,11,T2516,3,1252001,1252000,1252002
2411,L1_S25_F2001,11,T786432,2,1252001,1252000,1252002
2412,L1_S25_F2001,11,T524544,2,1252001,1252000,1252002
2413,L1_S25_F2001,11,T64,2,1252001,1252000,1252002
2414,L1_S25_F2001,11,T8912896,1,1252001,1252000,1252002
2415,L1_S25_F2001,11,T4718592,1,1252001,1252000,1252002
2416,L1_S25_F2003,1,T1,115,1252003,1252002,1252004
2417,L1_S25_F2005,1,T1,27528,1252005,1252004,1252006
2418,L1_S25_F2006,11,T524288,63,1252006,1252005,1252007
2419,L1_S25_F2006,11,T83888,21,1252006,1252005,1252007
2420,L1_S25_F2006,11,T6553,10,1252006,1252005,1252007
2421,L1_S25_F2006,11,T11141888,6,1252006,1252005,1252007
2422,L1_S25_F2006,11,T262144,4,1252006,1252005,1252007
2423,L1_S25_F2006,11,T2516,3,1252006,1252005,1252007
2424,L1_S25_F2006,11,T524544,2,1252006,1252005,1252007
2425,L1_S25_F2006,11,T786432,2,1252006,1252005,1252007
2426,L1_S25_F2006,11,T64,2,1252006,1252005,1252007
2427,L1_S25_F2006,11,T8912896,1,1252006,1252005,1252007
2428,L1_S25_F2006,11,T4718592,1,1252006,1252005,1252007
2429,L1_S25_F2008,1,T1,115,1252008,1252007,1252009
2430,L1_S25_F2010,1,T1,27528,1252010,1252009,1252011
2431,L1_S25_F2011,11,T524288,63,1252011,1252010,1252012
2432,L1_S25_F2011,11,T83888,21,1252011,1252010,1252012
2433,L1_S25_F2011,11,T6553,10,1252011,1252010,1252012
2434,L1_S25_F2011,11,T11141888,6,1252011,1252010,1252012
2435,L1_S25_F2011,11,T262144,4,1252011,1252010,1252012
2436,L1_S25_F2011,11,T2516,3,1252011,1252010,1252012
2437,L1_S25_F2011,11,T64,2,1252011,1252010,1252012
2438,L1_S25_F2011,11,T524544,2,1252011,1252010,1252012
2439,L1_S25_F2011,11,T786432,2,1252011,1252010,1252012
2440,L1_S25_F2011,11,T8912896,1,1252011,1252010,1252012
2441,L1_S25_F2011,11,T4718592,1,1252011,1252010,1252012
2442,L1_S25_F2012,1,T1,115,1252012,1252011,1252013
2443,L1_S25_F2014,1,T1,27528,1252014,1252013,1252015
2444,L1_S25_F2015,11,T524288,63,1252015,1252014,1252016
2445,L1_S25_F2015,11,T83888,21,1252015,1252014,1252016
2446,L1_S25_F2015,11,T6553,10,1252015,1252014,1252016
2447,L1_S25_F2015,11,T11141888,6,1252015,1252014,1252016
2448,L1_S25_F2015,11,T262144,4,1252015,1252014,1252016
2449,L1_S25_F2015,11,T2516,3,1252015,1252014,1252016
2450,L1_S25_F2015,11,T786432,2,1252015,1252014,1252016
2451,L1_S25_F2015,11,T524544,2,1252015,1252014,1252016
2452,L1_S25_F2015,11,T64,2,1252015,1252014,1252016
2453,L1_S25_F2015,11,T8912896,1,1252015,1252014,1252016
2454,L1_S25_F2015,11,T4718592,1,1252015,1252014,1252016
2455,L1_S25_F2017,1,T1,115,1252017,1252016,1252018
2456,L1_S25_F2019,1,T1,27528,1252019,1252018,1252020
2457,L1_S25_F2020,11,T524288,63,1252020,1252019,1252021
2458,L1_S25_F2020,11,T83888,21,1252020,1252019,1252021
2459,L1_S25_F2020,11,T6553,10,1252020,1252019,1252021
2460,L1_S25_F2020,11,T11141888,6,1252020,1252019,1252021
2461,L1_S25_F2020,11,T262144,4,1252020,1252019,1252021
2462,L1_S25_F2020,11,T2516,3,1252020,1252019,1252021
2463,L1_S25_F2020,11,T524544,2,1252020,1252019,1252021
2464,L1_S25_F2020,11,T64,2,1252020,1252019,1252021
2465,L1_S25_F2020,11,T786432,2,1252020,1252019,1252021
2466,L1_S25_F2020,11,T8912896,1,1252020,1252019,1252021
2467,L1_S25_F2020,11,T4718592,1,1252020,1252019,1252021
2468,L1_S25_F2022,1,T1,115,1252022,1252021,1252023
2469,L1_S25_F2024,1,T1,27528,1252024,1252023,1252025
2470,L1_S25_F2025,11,T524288,63,1252025,1252024,1252026
2471,L1_S25_F2025,11,T83888,21,1252025,1252024,1252026
2472,L1_S25_F2025,11,T6553,10,1252025,1252024,1252026
2473,L1_S25_F2025,11,T11141888,6,1252025,1252024,1252026
2474,L1_S25_F2025,11,T262144,4,1252025,1252024,1252026
2475,L1_S25_F2025,11,T2516,3,1252025,1252024,1252026
2476,L1_S25_F2025,11,T786432,2,1252025,1252024,1252026
2477,L1_S25_F2025,11,T64,2,1252025,1252024,1252026
2478,L1_S25_F2025,11,T524544,2,1252025,1252024,1252026
2479,L1_S25_F2025,11,T8912896,1,1252025,1252024,1252026
2480,L1_S25_F2025,11,T4718592,1,1252025,1252024,1252026
2481,L1_S25_F2027,1,T1,115,1252027,1252026,1252028
2482,L1_S25_F2029,1,T1,27528,1252029,1252028,1252030
2483,L1_S25_F2030,11,T524288,63,1252030,1252029,1252031
2484,L1_S25_F2030,11,T83888,21,1252030,1252029,1252031
2485,L1_S25_F2030,11,T6553,10,1252030,1252029,1252031
2486,L1_S25_F2030,11,T11141888,6,1252030,1252029,1252031
2487,L1_S25_F2030,11,T262144,4,1252030,1252029,1252031
2488,L1_S25_F2030,11,T2516,3,1252030,1252029,1252031
2489,L1_S25_F2030,11,T64,2,1252030,1252029,1252031
2490,L1_S25_F2030,11,T524544,2,1252030,1252029,1252031
2491,L1_S25_F2030,11,T786432,2,1252030,1252029,1252031
2492,L1_S25_F2030,11,T8912896,1,1252030,1252029,1252031
2493,L1_S25_F2030,11,T4718592,1,1252030,1252029,1252031
2494,L1_S25_F2032,1,T1,115,1252032,1252031,1252033
2495,L1_S25_F2034,1,T1,27528,1252034,1252033,1252035
2496,L1_S25_F2035,11,T524288,63,1252035,1252034,1252036
2497,L1_S25_F2035,11,T83888,21,1252035,1252034,1252036
2498,L1_S25_F2035,11,T6553,10,1252035,1252034,1252036
2499,L1_S25_F2035,11,T11141888,6,1252035,1252034,1252036
2500,L1_S25_F2035,11,T262144,4,1252035,1252034,1252036
2501,L1_S25_F2035,11,T2516,3,1252035,1252034,1252036
2502,L1_S25_F2035,11,T786432,2,1252035,1252034,1252036
2503,L1_S25_F2035,11,T524544,2,1252035,1252034,1252036
2504,L1_S25_F2035,11,T64,2,1252035,1252034,1252036
2505,L1_S25_F2035,11,T8912896,1,1252035,1252034,1252036
2506,L1_S25_F2035,11,T4718592,1,1252035,1252034,1252036
2507,L1_S25_F2037,1,T1,115,1252037,1252036,1252038
2508,L1_S25_F2039,1,T1,27528,1252039,1252038,1252040
2509,L1_S25_F2040,11,T524288,63,1252040,1252039,1252041
2510,L1_S25_F2040,11,T83888,21,1252040,1252039,1252041
2511,L1_S25_F2040,11,T6553,10,1252040,1252039,1252041
2512,L1_S25_F2040,11,T11141888,6,1252040,1252039,1252041
2513,L1_S25_F2040,11,T262144,4,1252040,1252039,1252041
2514,L1_S25_F2040,11,T2516,3,1252040,1252039,1252041
2515,L1_S25_F2040,11,T64,2,1252040,1252039,1252041
2516,L1_S25_F2040,11,T786432,2,1252040,1252039,1252041
2517,L1_S25_F2040,11,T524544,2,1252040,1252039,1252041
2518,L1_S25_F2040,11,T8912896,1,1252040,1252039,1252041
2519,L1_S25_F2040,11,T4718592,1,1252040,1252039,1252041
2520,L1_S25_F2042,1,T1,115,1252042,1252041,1252043
2521,L1_S25_F2044,1,T1,27528,1252044,1252043,1252045
2522,L1_S25_F2045,11,T524288,63,1252045,1252044,1252046
2523,L1_S25_F2045,11,T83888,21,1252045,1252044,1252046
2524,L1_S25_F2045,11,T6553,10,1252045,1252044,1252046
2525,L1_S25_F2045,11,T11141888,6,1252045,1252044,1252046
2526,L1_S25_F2045,11,T262144,4,1252045,1252044,1252046
2527,L1_S25_F2045,11,T2516,3,1252045,1252044,1252046
2528,L1_S25_F2045,11,T786432,2,1252045,1252044,1252046
2529,L1_S25_F2045,11,T524544,2,1252045,1252044,1252046
2530,L1_S25_F2045,11,T64,2,1252045,1252044,1252046
2531,L1_S25_F2045,11,T8912896,1,1252045,1252044,1252046
2532,L1_S25_F2045,11,T4718592,1,1252045,1252044,1252046
2533,L1_S25_F2047,1,T1,115,1252047,1252046,1252048
2534,L1_S25_F2049,1,T1,27528,1252049,1252048,1252050
2535,L1_S25_F2050,11,T524288,63,1252050,1252049,1252051
2536,L1_S25_F2050,11,T83888,21,1252050,1252049,1252051
2537,L1_S25_F2050,11,T6553,10,1252050,1252049,1252051
2538,L1_S25_F2050,11,T11141888,6,1252050,1252049,1252051
2539,L1_S25_F2050,11,T262144,4,1252050,1252049,1252051
2540,L1_S25_F2050,11,T2516,3,1252050,1252049,1252051
2541,L1_S25_F2050,11,T64,2,1252050,1252049,1252051
2542,L1_S25_F2050,11,T524544,2,1252050,1252049,1252051
2543,L1_S25_F2050,11,T786432,2,1252050,1252049,1252051
2544,L1_S25_F2050,11,T8912896,1,1252050,1252049,1252051
2545,L1_S25_F2050,11,T4718592,1,1252050,1252049,1252051
2546,L1_S25_F2052,1,T1,115,1252052,1252051,1252053
2547,L1_S25_F2054,1,T1,27528,1252054,1252053,1252055
2548,L1_S25_F2055,11,T524288,63,1252055,1252054,1252056
2549,L1_S25_F2055,11,T83888,21,1252055,1252054,1252056
2550,L1_S25_F2055,11,T6553,10,1252055,1252054,1252056
2551,L1_S25_F2055,11,T11141888,6,1252055,1252054,1252056
2552,L1_S25_F2055,11,T262144,4,1252055,1252054,1252056
2553,L1_S25_F2055,11,T2516,3,1252055,1252054,1252056
2554,L1_S25_F2055,11,T64,2,1252055,1252054,1252056
2555,L1_S25_F2055,11,T786432,2,1252055,1252054,1252056
2556,L1_S25_F2055,11,T524544,2,1252055,1252054,1252056
2557,L1_S25_F2055,11,T8912896,1,1252055,1252054,1252056
2558,L1_S25_F2055,11,T4718592,1,1252055,1252054,1252056
2559,L1_S25_F2057,1,T1,7,1252057,1252056,1252058
2560,L1_S25_F2059,1,T1,3,1252059,1252058,1252060
2561,L1_S25_F2060,5,T16,2,1252060,1252059,1252061
2562,L1_S25_F2060,5,T256,2,1252060,1252059,1252061
2563,L1_S25_F2060,5,T32,1,1252060,1252059,1252061
2564,L1_S25_F2060,5,T33554432,1,1252060,1252059,1252061
2565,L1_S25_F2060,5,T4,1,1252060,1252059,1252061
2566,L1_S25_F2062,1,T1,7,1252062,1252061,1252063
2567,L1_S25_F2064,1,T1,3,1252064,1252063,1252065
2568,L1_S25_F2065,5,T16,2,1252065,1252064,1252066
